SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
1006,SP 800-53 RA-5 (1),RA-5 (1),5 (1),1,(1),UPDATE TOOL CAPABILITY,The organization employs vulnerability scanning tools that include the capability to readily update the information system vulnerabilities to be scanned.,,Organization,,,,P1,1,0,1,1,162
419,SP 800-53 CM-8 (1),CM-8 (1),8 (1),1,(1),UPDATES DURING INSTALLATIONS / REMOVALS,"The organization updates the inventory of information system components as an integral part of component installations, removals, and information system updates.",,Organization,,,,P1,1,0,1,1,59
231,SP 800-53 AU-13 (1),AU-13 (1),13 (1),1,(1),USE OF AUTOMATED TOOLS,The organization employs automated mechanisms to determine if organizational information has been disclosed in an unauthorized manner.,,Organization,,,,P0,1,0,0,0,41
1131,SP 800-53 SA-21 (1),SA-21 (1),21 (1),1,(1),VALIDATION OF SCREENING,"The organization requires the developer of the information system, system component, or information system service take [Assignment: organization-defined actions] to ensure that the required access authorizations and screening criteria are satisfied.",Assignment: organization-defined actions,Organization,,,,P0,1,0,0,0,182
1241,SP 800-53 SC-29 (1),SC-29 (1),29 (1),1,(1),VIRTUALIZATION TECHNIQUES,The organization employs virtualization techniques to support the deployment of a diversity of operating systems and applications that are changed [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P0,1,0,0,0,210
836,SP 800-53 PE-5 (1)(a),PE-5 (1)(a),5 (1)(a),1,(1)(a),ACCESS TO OUTPUT BY AUTHORIZED INDIVIDUALS,The organization controls physical access to output from [Assignment: organization-defined output devices].,Assignment: organization-defined output devices,Organization,,,,P2,0,0,0,0,114
214,SP 800-53 AU-10 (1)(a),AU-10 (1)(a),10 (1)(a),1,(1)(a),ASSOCIATION OF IDENTITIES,The information system binds the identity of the information producer with the information to [Assignment: organization-defined strength of binding].,Assignment: organization-defined strength of binding,Information System,,,,P2,1,0,0,0,37
698,SP 800-53 MA-4 (1)(a),MA-4 (1)(a),4 (1)(a),1,(1)(a),AUDITING AND REVIEW,The organization audits nonlocal maintenance and diagnostic sessions [Assignment: organization-defined audit events].,Assignment: organization-defined audit events,Organization,,,,P2,0,0,0,0,99
369,SP 800-53 CM-3 (1)(a),CM-3 (1)(a),3 (1)(a),1,(1)(a),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,The organization employs automated mechanisms to document proposed changes to the information system;,,Organization,,,,P1,1,0,0,1,54
887,SP 800-53 PL-8 (1)(a),PL-8 (1)(a),8 (1)(a),1,(1)(a),DEFENSE-IN-DEPTH,The organization designs its security architecture using a defense-in-depth approach that allocates [Assignment: organization-defined security safeguards] to [Assignment: organization-defined locations and architectural layers].,Assignment: organization-defined security safeguards,Organization,,,,P1,1,0,0,0,133
1093,SP 800-53 SA-17 (1)(a),SA-17 (1)(a),17 (1)(a),1,(1)(a),FORMAL POLICY MODEL,"The organization requires the developer of the information system, system component, or information system service to produce, as an integral part of the development process, a formal policy model describing the [Assignment: organization-defined elements of organizational security policy] to be enforced.",Assignment: organization-defined elements of organizational security policy,Organization,,,,P1,1,0,0,0,178
716,SP 800-53 MA-5 (1)(a)(1),MA-5 (1)(a)(1),5 (1)(a)(1),1,(1)(a),INDIVIDUALS WITHOUT APPROPRIATE ACCESS,"The organization implements procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the information system by approved organizational per",,Organization,,,,P2,0,0,0,1,100
717,SP 800-53 MA-5 (1)(a)(2),MA-5 (1)(a)(2),5 (1)(a)(2),1,(1)(a),INDIVIDUALS WITHOUT APPROPRIATE ACCESS,"The organization implements procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations, clearances or formal access approvals, all volatile information storage components within the information system are sanitized and all nonv",,Organization,,,,P2,0,0,0,1,100
77,SP 800-53 AC-20 (1)(a),AC-20 (1)(a),20 (1)(a),1,(1)(a),LIMITS ON AUTHORIZED USE,"The organization permits authorized individuals to use an external information system to access the information system or to process, store, or transmit organization-controlled information only when the organization verifies the implementation of required security controls on the external system as specified in the organization∩┐╜s information security policy and security plan; or",,Organization,,,,P1,0,0,1,1,18
1336,SP 800-53 SI-10 (1)(a),SI-10 (1)(a),10 (1)(a),1,(1)(a),MANUAL OVERRIDE CAPABILITY,The information system provides a manual override capability for input validation of [Assignment: organization-defined inputs];,Assignment: organization-defined inputs,Information System,,,,P1,1,0,0,0,233
565,SP 800-53 IA-5 (1)(a),IA-5 (1)(a),5 (1)(a),1,(1)(a),PASSWORD-BASED AUTHENTICATION,"The information system, for password-based authentication enforces minimum password complexity of [Assignment: organization-defined requirements for case sensitivity, number of characters, mix of upper-case letters, lower-case letters, numbers, and special characters, including minimum requirements for each type];","Assignment: organization-defined requirements for case sensitivity, number of characters, mix of upper-case letters, lower-case letters, numbers, and special characters, including minimum requirements for each type",Information System,,,,P1,0,1,1,1,79
406,SP 800-53 CM-7 (1)(a),CM-7 (1)(a),7 (1)(a),1,(1)(a),PERIODIC REVIEW,"The organization reviews the information system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, and services.",Assignment: organization-defined frequency,Organization,,,,P1,0,0,1,1,58
957,SP 800-53 PS-4 (1)(a),PS-4 (1)(a),4 (1)(a),1,(1)(a),POST-EMPLOYMENT REQUIREMENTS,"The organization notifies terminated individuals of applicable, legally binding post-employment requirements for the protection of organizational information.",,Organization,,,,P1,0,0,0,0,154
506,SP 800-53 CP-8 (1)(a),CP-8 (1)(a),8 (1)(a),1,(1)(a),PRIORITY OF SERVICE PROVISIONS,The organization develops primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with organizational availability requirements (including recovery time objectives).,,Organization,,,,P1,0,0,1,1,69
1068,SP 800-53 SA-15 (1)(a),SA-15 (1)(a),15 (1)(a),1,(1)(a),QUALITY METRICS,"The organization requires the developer of the information system, system component, or information system service to define quality metrics at the beginning of the development process.",,Organization,,,,P2,1,0,0,0,176
359,SP 800-53 CM-2 (1)(a),CM-2 (1)(a),2 (1)(a),1,(1)(a),REVIEWS AND UPDATES,The organization reviews and updates the baseline configuration of the information system [Assignment: organization-defined frequency];,Assignment: organization-defined frequency,Organization,,,,P1,1,0,1,1,53
1178,SP 800-53 SA-9 (1)(a),SA-9 (1)(a),9 (1)(a),1,(1)(a),RISK ASSESSMENTS / ORGANIZATIONAL APPROVALS,The organization onducts an organizational assessment of risk prior to the acquisition or outsourcing of dedicated information security services.,,Organization,,,,P1,1,0,0,0,170
281,SP 800-53 AU-8 (1)(a),AU-8 (1)(a),8 (1)(a),1,(1)(a),SYNCHRONIZATION WITH AUTHORITATIVE TIME SOURCE,The information system compares the internal information system clocks [Assignment: organization-defined frequency] with [Assignment: organization-defined authoritative time source].,Assignment: organization-defined frequency,Information System,,,,P1,0,0,1,1,35
12,SP 800-53 AC-12 (1)(a),AC-12 (1)(a),12 (1)(a),1,(1)(a),USER-INITIATED LOGOUTS / MESSAGE DISPLAYS,The information system provides a logout capability for user-initiated communications sessions whenever authentication is used to gain access to [Assignment: organization-defined information resources].,Assignment: organization-defined information resources,Information System,,,,P2,0,0,0,0,12
837,SP 800-53 PE-5 (1)(b),PE-5 (1)(b),5 (1)(b),1,(1)(b),ACCESS TO OUTPUT BY AUTHORIZED INDIVIDUALS,The organization ensures that only authorized individuals receive output from the device.,,Organization,,,,P2,0,0,0,0,114
215,SP 800-53 AU-10 (1)(b),AU-10 (1)(b),10 (1)(b),1,(1)(b),ASSOCIATION OF IDENTITIES,The information system provides the means for authorized individuals to determine the identity of the producer of the information.,,Information System,,,,P2,1,0,0,0,37
699,SP 800-53 MA-4 (1)(b),MA-4 (1)(b),4 (1)(b),1,(1)(b),AUDITING AND REVIEW,The organization reviews the records of the maintenance and diagnostic sessions.,,Organization,,,,P2,0,0,0,0,99
370,SP 800-53 CM-3 (1)(b),CM-3 (1)(b),3 (1)(b),1,(1)(b),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,The organization employs automated mechanisms to notify [Assignment: organized-defined approval authorities] of proposed changes to the information system and request change approval;,Assignment: organized-defined approval authorities,Organization,,,,P1,1,0,0,1,54
888,SP 800-53 PL-8 (1)(b),PL-8 (1)(b),8 (1)(b),1,(1)(b),DEFENSE-IN-DEPTH,The organization designs its security architecture using a defense-in-depth approach that ensures that the allocated security safeguards operate in a coordinated and mutually reinforcing manner.,,Organization,,,,P1,1,0,0,0,133
1094,SP 800-53 SA-17 (1)(b),SA-17 (1)(b),17 (1)(b),1,(1)(b),FORMAL POLICY MODEL,"The organization requires the developer of the information system, system component, or information system service to prove that the formal policy model is internally consistent and sufficient to enforce the defined elements of the organizational security policy when implemented.",,Organization,,,,P1,1,0,0,0,178
718,SP 800-53 MA-5 (1)(b),MA-5 (1)(b),5 (1)(b),1,(1)(b),INDIVIDUALS WITHOUT APPROPRIATE ACCESS,"The organization develops and implements alternate security safeguards in the event an information system component cannot be sanitized, removed, or disconnected from the system.",,Organization,,,,P2,0,0,0,1,100
78,SP 800-53 AC-20 (1)(b),AC-20 (1)(b),20 (1)(b),1,(1)(b),LIMITS ON AUTHORIZED USE,"The organization permits authorized individuals to use an external information system to access the information system or to process, store, or transmit organization-controlled information only when the organization retains approved information system connection or processing agreements with the organizational entity hosting the external information system.",,Organization,,,,P1,0,0,1,1,18
1337,SP 800-53 SI-10 (1)(b),SI-10 (1)(b),10 (1)(b),1,(1)(b),MANUAL OVERRIDE CAPABILITY,The information system restricts the use of the manual override capability to only [Assignment: organization-defined authorized individuals].,Assignment: organization-defined authorized individuals,Information System,,,,P1,1,0,0,0,233
566,SP 800-53 IA-5 (1)(b),IA-5 (1)(b),5 (1)(b),1,(1)(b),PASSWORD-BASED AUTHENTICATION,"The information system, for password-based authentication enforces at least the following number of changed characters when new passwords are created: [Assignment: organization-defined number];",Assignment: organization-defined number,Information System,,,,P1,0,1,1,1,79
407,SP 800-53 CM-7 (1)(b),CM-7 (1)(b),7 (1)(b),1,(1)(b),PERIODIC REVIEW,"The organization disables [Assignment: organization-defined functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure].","Assignment: organization-defined functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure",Organization,,,,P1,0,0,1,1,58
958,SP 800-53 PS-4 (1)(b),PS-4 (1)(b),4 (1)(b),1,(1)(b),POST-EMPLOYMENT REQUIREMENTS,The organization requires terminated individuals to sign an acknowledgment of post-employment requirements as part of the organizational termination process.,,Organization,,,,P1,0,0,0,0,154
507,SP 800-53 CP-8 (1)(b),CP-8 (1)(b),8 (1)(b),1,(1)(b),PRIORITY OF SERVICE PROVISIONS,The organization requests Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness in the event that the primary and/or alternate telecommunications services are provided by a common carrier.,,Organization,,,,P1,0,0,1,1,69
